timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1766274008944,75,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,66,0,46
1766274008944,546,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,546,0,46
1766274009491,31,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,31,0,2
1766274009523,9,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,9,0,1
1766274009533,15,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,14,0,2
1766274009549,13,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,13,0,1
1766274009563,9,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,9,0,1
1766274008944,635,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,1,4,http://localhost:8006/api/audit/logs,634,0,46
1766274009029,551,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,549,0,2
1766274009580,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,2,0,0
1766274009573,16,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,16,0,1
1766274009592,8,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,7,0,1
1766274009583,35,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,35,0,0
1766274009600,20,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,453,1,4,http://localhost:8002/api/deid/anonymize,20,0,1
1766274009619,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,3,0,0
1766274009621,11,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,11,0,1
1766274009622,26,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,19,0,0
1766274009633,18,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,18,0,1
1766274009649,4,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,4,0,0
1766274009652,10,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,10,0,1
1766274009654,15,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,15,0,0
1766274009662,8,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,7,0,1
1766274009669,4,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,4,0,0
1766274009673,20,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,15,0,0
1766274009670,25,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,25,0,2
1766274009694,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,3,0,0
1766274009696,16,Anonymize Document,500,,03 - DeID Service Performance 3-1,text,false,,297,454,1,4,http://localhost:8002/api/deid/anonymize,16,0,1
1766274009698,32,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,3,http://localhost:8006/api/audit/health,26,0,0
1766274009731,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,3,http://localhost:8000/api/health,3,0,0
1766274009735,18,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,1,3,http://localhost:8006/api/audit/health,18,0,0
1766274009754,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,3,http://localhost:8000/api/health,3,0,0
1766274009768,7,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,2,6,http://localhost:8000/api/health,7,0,1
1766274009774,16,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,16,0,1
1766274009758,35,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,2,6,http://localhost:8006/api/audit/health,33,0,0
1766274009793,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,2,6,http://localhost:8000/api/health,3,0,0
1766274009770,31,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,2,6,http://localhost:8006/api/audit/logs,30,0,2
1766274009791,13,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,13,0,1
1766274009805,14,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,14,0,1
1766274009819,11,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,11,0,1
1766274009831,10,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,10,0,1
1766274009841,9,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,9,0,1
1766274009776,82,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,2,6,http://localhost:8006/api/audit/health,82,0,2
1766274009797,64,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,2,6,http://localhost:8006/api/audit/health,60,0,0
1766274009859,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,2,6,http://localhost:8000/api/health,3,0,0
1766274009851,13,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,13,0,1
1766274009861,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-1,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,2,6,http://localhost:8000/api/health,3,0,0
1766274009865,12,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,6,http://localhost:8002/api/deid/anonymize,11,0,1
1766274009865,16,Audit Logger - Health Check,404,,01 - Health Check Tests 1-1,text,false,,367,132,2,6,http://localhost:8006/api/audit/health,14,0,0
1766274009877,24,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,453,1,5,http://localhost:8002/api/deid/anonymize,24,0,2
1766274009862,42,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,5,http://localhost:8006/api/audit/health,29,0,0
1766274009904,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,5,http://localhost:8000/api/health,2,0,0
1766274009901,13,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,13,0,1
1766274009907,23,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,5,http://localhost:8006/api/audit/health,22,0,0
1766274009930,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,5,http://localhost:8000/api/health,2,0,0
1766274009915,18,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,18,0,2
1766274009934,18,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,18,0,1
1766274009932,24,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,5,http://localhost:8006/api/audit/health,24,0,0
1766274009957,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,5,http://localhost:8000/api/health,2,0,0
1766274009953,22,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,22,0,2
1766274009960,30,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,5,http://localhost:8006/api/audit/health,28,0,0
1766274009976,15,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,14,0,2
1766274009991,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,5,http://localhost:8000/api/health,2,0,0
1766274009991,18,Anonymize Document,500,,03 - DeID Service Performance 3-2,text,false,,297,454,1,5,http://localhost:8002/api/deid/anonymize,17,0,1
1766274009994,47,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,47,0,0
1766274010041,4,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,4,0,0
1766274010046,20,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,11,0,0
1766274010067,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,2,0,0
1766274010069,17,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,15,0,0
1766274010086,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,3,0,0
1766274010097,7,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,6,0,0
1766274010104,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-2,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,4,http://localhost:8000/api/health,2,0,0
1766274009580,533,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,527,0,0
1766274009802,311,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,307,0,0
1766274010107,20,Audit Logger - Health Check,404,,01 - Health Check Tests 1-2,text,false,,367,132,1,4,http://localhost:8006/api/audit/health,12,0,0
1766274010113,223,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,2,3,http://localhost:8006/api/audit/stats,212,0,0
1766274010113,223,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,2,3,http://localhost:8006/api/audit/stats,222,0,0
1766274010336,13,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,2,3,http://localhost:8006/api/audit/logs,7,0,1
1766274010336,21,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,2,3,http://localhost:8006/api/audit/logs,11,0,1
1766274010350,55,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,2,3,http://localhost:8006/api/audit/logs?page=0&size=10,47,0,0
1766274010358,67,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,2,3,http://localhost:8006/api/audit/logs?page=0&size=10,60,0,0
1766274010405,64,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,61,0,0
1766274010469,24,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,2,4,http://localhost:8006/api/audit/logs,15,0,1
1766274010426,77,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,76,0,0
1766274010504,33,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,2,4,http://localhost:8006/api/audit/logs,33,0,1
1766274010493,85,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,78,0,0
1766274010538,56,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,54,0,0
1766274010599,35,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,29,0,0
1766274010579,62,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,61,0,0
1766274010642,12,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,2,4,http://localhost:8006/api/audit/logs,10,0,1
1766274010635,22,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,2,4,http://localhost:8006/api/audit/logs,19,0,1
1766274010655,24,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,23,0,0
1766274010658,42,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,42,0,0
1766274010679,38,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,35,0,0
1766274010718,10,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,2,4,http://localhost:8006/api/audit/logs,10,0,1
1766274010729,25,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,2,4,http://localhost:8006/api/audit/logs?page=0&size=10,23,0,0
1766274010701,53,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,2,4,http://localhost:8006/api/audit/stats,49,0,0
1766274010755,17,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,3,6,http://localhost:8006/api/audit/logs,8,0,1
1766274010765,9,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,6,http://localhost:8000/api/health,9,0,2
1766274010775,11,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,11,0,1
1766274010775,20,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,20,0,2
1766274010795,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,3,0,0
1766274010772,30,Create Audit Log,405,,02 - Audit Logger Performance 2-3,text,false,,386,414,3,7,http://localhost:8006/api/audit/logs,30,0,1
1766274010787,16,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,16,0,1
1766274010754,63,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,3,7,http://localhost:8006/api/audit/stats,60,0,0
1766274010804,14,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,14,0,1
1766274010772,56,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,3,7,http://localhost:8006/api/audit/logs?page=0&size=10,55,0,0
1766274010818,12,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,12,0,1
1766274010798,33,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,29,0,0
1766274010830,6,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,6,0,1
1766274010832,6,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,6,0,0
1766274010818,21,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,3,7,http://localhost:8006/api/audit/logs,17,0,1
1766274010802,47,Get Audit Logs,200,,02 - Audit Logger Performance 2-3,text,true,,3553,145,3,7,http://localhost:8006/api/audit/logs?page=0&size=10,43,0,0
1766274010839,15,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,9,0,0
1766274010855,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,2,0,0
1766274010837,26,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,25,0,1
1766274010863,12,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,11,0,1
1766274010839,36,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,3,7,http://localhost:8006/api/audit/logs?page=0&size=10,30,0,0
1766274010858,25,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,21,0,0
1766274010883,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,2,0,0
1766274010875,14,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,14,0,2
1766274010886,19,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,13,0,0
1766274010890,18,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,453,1,7,http://localhost:8002/api/deid/anonymize,17,0,1
1766274010905,4,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,3,0,0
1766274010828,82,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,3,7,http://localhost:8006/api/audit/stats,71,0,0
1766274010849,69,Get Audit Stats,500,,02 - Audit Logger Performance 2-3,text,false,,349,131,3,7,http://localhost:8006/api/audit/stats,66,0,0
1766274010909,17,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,16,0,1
1766274010910,25,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,3,7,http://localhost:8006/api/audit/logs,20,0,2
1766274010909,26,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,21,0,0
1766274010926,14,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,14,0,2
1766274010936,5,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,5,0,0
1766274010919,30,Create Audit Log,405,,02 - Audit Logger Performance 2-3,text,false,,386,414,3,7,http://localhost:8006/api/audit/logs,24,0,1
1766274010941,21,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,21,0,1
1766274010942,23,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,21,0,0
1766274010965,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,3,0,0
1766274010876,102,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,3,7,http://localhost:8006/api/audit/stats,95,0,0
1766274010963,17,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,16,0,1
1766274010968,17,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,7,http://localhost:8006/api/audit/health,15,0,0
1766274010986,3,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,7,http://localhost:8000/api/health,3,0,0
1766274010949,41,Get Audit Logs,200,,02 - Audit Logger Performance 2-3,text,true,,3553,145,3,7,http://localhost:8006/api/audit/logs?page=0&size=10,34,0,0
1766274010980,10,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,10,0,2
1766274010991,6,Anonymize Document,500,,03 - DeID Service Performance 3-3,text,false,,297,454,1,7,http://localhost:8002/api/deid/anonymize,5,0,1
1766274010936,70,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,3,6,http://localhost:8006/api/audit/logs?page=0&size=10,70,0,0
1766274010979,31,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,3,6,http://localhost:8006/api/audit/logs,29,0,3
1766274010990,29,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,6,http://localhost:8006/api/audit/health,24,0,0
1766274011019,2,API Gateway - Health Check,404,Not Found,01 - Health Check Tests 1-3,text,false,"Test failed: code expected to equal /

****** received  : [[[404]]]

****** comparison: [[[200]]]

/",154,126,1,6,http://localhost:8000/api/health,2,0,0
1766274011007,25,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,3,6,http://localhost:8006/api/audit/stats,25,0,0
1766274011033,7,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,3,6,http://localhost:8006/api/audit/logs,7,0,1
1766274011022,23,Audit Logger - Health Check,404,,01 - Health Check Tests 1-3,text,false,,367,132,1,6,http://localhost:8006/api/audit/health,23,0,0
1766274011041,22,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,20,0,0
1766274010991,77,Get Audit Stats,500,,02 - Audit Logger Performance 2-3,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,77,0,0
1766274011068,10,Create Audit Log,405,,02 - Audit Logger Performance 2-3,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,10,0,2
1766274011063,33,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,33,0,0
1766274011011,98,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,96,0,0
1766274011078,42,Get Audit Logs,200,,02 - Audit Logger Performance 2-3,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,42,0,0
1766274011109,15,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,13,0,1
1766274011121,39,Get Audit Stats,500,,02 - Audit Logger Performance 2-3,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,38,0,0
1766274011125,47,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,46,0,0
1766274011110,63,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,57,0,0
1766274011161,24,Create Audit Log,405,,02 - Audit Logger Performance 2-3,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,23,0,1
1766274011173,21,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,14,0,2
1766274011185,30,Get Audit Logs,200,,02 - Audit Logger Performance 2-3,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,27,0,0
1766274011173,47,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,46,0,0
1766274011221,9,Create Audit Log,405,,02 - Audit Logger Performance 2-2,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,8,0,1
1766274011195,42,Get Audit Logs,200,,02 - Audit Logger Performance 2-1,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,37,0,0
1766274011231,26,Get Audit Logs,200,,02 - Audit Logger Performance 2-2,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,25,0,0
1766274011216,42,Get Audit Stats,500,,02 - Audit Logger Performance 2-3,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,40,0,0
1766274011258,13,Create Audit Log,405,,02 - Audit Logger Performance 2-3,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,7,0,2
1766274011238,66,Get Audit Stats,500,,02 - Audit Logger Performance 2-1,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,53,0,0
1766274011304,22,Create Audit Log,405,,02 - Audit Logger Performance 2-1,text,false,,386,414,3,5,http://localhost:8006/api/audit/logs,22,0,2
1766274011272,57,Get Audit Logs,200,,02 - Audit Logger Performance 2-3,text,true,,3553,145,3,5,http://localhost:8006/api/audit/logs?page=0&size=10,33,0,0
1766274011258,90,Get Audit Stats,500,,02 - Audit Logger Performance 2-2,text,false,,349,131,3,5,http://localhost:8006/api/audit/stats,90,0,0
